commit_hash;modified;file_modified;CBO;WMC;DIT;NOC;RFC;LCOM;LOC;Type1;Type2;Type3;Type4;Type5;Type
a2cb6ab4b;875;23;6.53;10.62;1.69;0.14;9.38;519.81;19824;0;0;0;0;1;Type5
fe4acf2a6;64;5;6.54;10.56;1.71;0.14;9.07;522.59;18944;1;0;0;0;0;Type1
637978c66;68;2;6.56;10.55;1.71;0.14;9.07;522.59;18939;1;0;0;0;0;Type1
e255de7db;146;8;6.55;10.61;1.71;0.14;9.09;522.68;18930;1;0;0;0;0;Type1
9e18df665;2;1;6.53;10.59;1.72;0.14;8.86;522.86;18486;1;0;0;0;0;Type1
edd8aed81;56;10;6.53;10.59;1.72;0.14;8.86;522.86;18486;1;0;0;0;0;Type1
e28dc4ba7;988;31;6.53;10.56;1.71;0.14;8.94;518.07;18846;0;0;0;0;1;Type5
d2c9c34e3;67;4;6.52;10.6;1.72;0.14;8.83;527.73;18269;1;0;0;0;0;Type1
42ca8c4ff;79;4;6.54;10.64;1.72;0.14;8.85;530.23;18258;1;0;0;0;0;Type1
0d6c8e3a9;14;2;6.54;10.59;1.71;0.14;8.82;524.06;18372;1;0;0;0;0;Type1
a779687b4;6;1;6.54;10.59;1.71;0.14;8.82;524.06;18372;1;0;0;0;0;Type1
98d0b7f2e;240;5;6.54;10.59;1.71;0.14;8.82;524.06;18372;0;1;0;0;0;Type2
70d44071d;7;1;6.54;10.59;1.71;0.14;8.82;524.03;18372;1;0;0;0;0;Type1
f79625a9e;367;6;6.54;10.6;1.71;0.14;8.82;524.03;18376;0;1;0;0;0;Type2
ea03b91a2;28;1;6.52;10.53;1.71;0.14;8.78;521.71;18313;1;0;0;0;0;Type1
ff282b964;24;4;6.52;10.53;1.71;0.14;8.79;521.73;18317;1;0;0;0;0;Type1
106d00485;6;2;6.52;10.53;1.71;0.14;8.79;521.73;18317;1;0;0;0;0;Type1
6df4ea385;4;1;6.52;10.53;1.71;0.14;8.79;521.73;18317;1;0;0;0;0;Type1
2f8e8bc60;99;6;6.55;10.54;1.71;0.14;8.79;524.65;18337;1;0;0;0;0;Type1
715d71d38;233;4;6.54;10.48;1.72;0.14;8.75;522.05;18356;0;1;0;0;0;Type2
17b325e89;12;3;6.55;10.49;1.72;0.14;8.76;524.04;18372;1;0;0;0;0;Type1
baa00f7f8;56;5;6.56;10.49;1.72;0.14;8.77;521.83;18452;1;0;0;0;0;Type1
fedb543ce;9;1;6.61;10.45;1.72;0.14;8.74;518.27;18535;1;0;0;0;0;Type1
f29493822;11;2;6.61;10.45;1.72;0.14;8.74;518.27;18535;1;0;0;0;0;Type1
75e9bfa3b;2;1;6.61;10.45;1.72;0.14;8.74;518.27;18535;1;0;0;0;0;Type1
5b6d1f8c8;90;2;6.61;10.45;1.72;0.14;8.74;518.27;18535;1;0;0;0;0;Type1
71330c061;220;2;6.61;10.47;1.72;0.14;8.73;525.81;18522;0;1;0;0;0;Type2
479f89fc3;4;1;6.61;10.45;1.72;0.14;8.72;519.68;18498;1;0;0;0;0;Type1
19fac95ca;224;3;6.61;10.45;1.72;0.14;8.72;519.68;18498;0;1;0;0;0;Type2
f38eb995d;38;5;6.59;10.45;1.72;0.14;8.71;525.65;18530;1;0;0;0;0;Type1
f6965b1e6;878;437;6.6;10.45;1.72;0.14;8.71;525.88;18533;0;0;0;0;1;Type5
d1cd15328;148;2;6.6;10.45;1.72;0.14;8.71;525.88;18533;1;0;0;0;0;Type1
3768a53a8;152;2;6.6;10.45;1.72;0.14;8.71;525.88;18533;1;0;0;0;0;Type1
71cda3ebd;43;2;6.74;10.51;1.71;0.14;8.77;520.89;19023;1;0;0;0;0;Type1
87208280d;85;12;6.72;10.51;1.71;0.14;8.77;520.89;19023;1;0;0;0;0;Type1
14ea26be8;180;2;6.75;10.52;1.71;0.14;8.78;520.89;19026;1;0;0;0;0;Type1
6d0340767;2;1;6.75;10.52;1.71;0.14;8.75;520.89;19026;1;0;0;0;0;Type1
7bfeccced;61;3;6.74;10.49;1.72;0.14;8.71;519.03;19068;1;0;0;0;0;Type1
61af0c013;5;1;6.74;10.5;1.73;0.14;8.69;520.16;19040;1;0;0;0;0;Type1
870096572;501;110;6.74;10.5;1.73;0.14;8.69;520.16;19047;0;0;1;0;0;Type3
a00ea07a4;108;4;6.62;10.44;1.73;0.14;8.5;516.57;19119;1;0;0;0;0;Type1
421c5bbb2;881;7;6.63;10.36;1.73;0.14;8.48;512.04;19175;0;0;0;0;1;Type5
7494a2c05;24;1;6.63;10.36;1.73;0.14;8.49;512.21;19182;1;0;0;0;0;Type1
2a4b18e74;56;3;6.64;10.37;1.73;0.14;8.5;512.21;19194;1;0;0;0;0;Type1
a03bf90c1;25;1;6.64;10.37;1.73;0.14;8.5;512.21;19194;1;0;0;0;0;Type1
b5501c563;6;2;6.61;10.21;1.73;0.14;8.5;512.11;19018;1;0;0;0;0;Type1
2d03fa971;73;1;6.6;10.22;1.73;0.14;8.53;510.99;19062;1;0;0;0;0;Type1
da06e59e7;709;19;6.68;10.2;1.73;0.15;8.55;509.87;19305;0;0;0;1;0;Type4
29bceefab;383;12;6.66;10.22;1.74;0.15;8.57;508.77;19408;0;1;0;0;0;Type2
2d6a39c9b;262;11;6.66;10.22;1.74;0.15;8.56;508.22;19446;0;1;0;0;0;Type2
7748fd5e6;16;6;6.66;10.22;1.74;0.15;8.56;508.22;19446;1;0;0;0;0;Type1
851de4154;17;7;6.66;10.22;1.74;0.15;8.56;508.23;19449;1;0;0;0;0;Type1
fa58d3637;244;32;6.73;10.23;1.74;0.15;8.56;508.27;19460;0;1;0;0;0;Type2
5ec4f761b;252;34;6.66;10.23;1.74;0.15;8.56;508.27;19460;0;1;0;0;0;Type2
a0bfaa220;18;6;6.73;10.23;1.74;0.15;8.56;508.27;19460;1;0;0;0;0;Type1
ba5edc9bf;252;34;6.66;10.23;1.74;0.15;8.56;508.27;19460;0;1;0;0;0;Type2
434d1f420;2;2;6.73;10.23;1.74;0.15;8.56;508.27;19462;1;0;0;0;0;Type1
5ab208308;2;2;6.73;10.23;1.74;0.15;8.56;508.27;19462;1;0;0;0;0;Type1
6c58557f5;23;1;6.73;10.23;1.74;0.15;8.56;508.53;19466;1;0;0;0;0;Type1
db627720e;354;24;6.73;10.23;1.74;0.15;8.56;508.27;19462;0;1;0;0;0;Type2
b9d5a4db8;3;1;6.75;10.25;1.73;0.15;8.62;506.49;19535;1;0;0;0;0;Type1
8bf04e968;56;7;6.76;10.26;1.73;0.15;8.62;506.54;19540;1;0;0;0;0;Type1
b5c7957c4;22;1;6.76;10.26;1.73;0.15;8.62;506.54;19540;1;0;0;0;0;Type1
8a62afb5a;9;2;6.77;10.25;1.73;0.15;8.63;506.48;19558;1;0;0;0;0;Type1
a9ef16b32;82;4;6.77;10.25;1.73;0.15;8.63;506.48;19558;1;0;0;0;0;Type1
42a355a62;68;2;6.77;10.25;1.73;0.15;8.63;506.48;19558;1;0;0;0;0;Type1
b17bd1a62;75;3;6.77;10.25;1.73;0.15;8.63;506.48;19558;1;0;0;0;0;Type1
52ee8ed9e;2;1;6.77;10.25;1.73;0.15;8.63;506.48;19558;1;0;0;0;0;Type1
06a06e6ed;55;1;6.76;10.27;1.73;0.15;8.63;505.39;19643;1;0;0;0;0;Type1
4c1975371;4;1;6.76;10.27;1.73;0.15;8.63;505.39;19643;1;0;0;0;0;Type1
4d8f008cb;74;2;6.76;10.27;1.73;0.15;8.63;505.39;19643;1;0;0;0;0;Type1
4ed9c5116;71;2;6.76;10.27;1.73;0.15;8.63;505.39;19643;1;0;0;0;0;Type1
5d6ac534b;425;17;6.76;10.27;1.73;0.15;8.63;505.39;19643;0;0;1;0;0;Type3
3480eb930;416;17;6.76;10.27;1.73;0.15;8.63;505.39;19643;0;0;1;0;0;Type3
08be74178;62;2;6.75;10.29;1.73;0.15;8.67;504.31;19735;1;0;0;0;0;Type1
27c309f88;4;2;6.75;10.29;1.73;0.15;8.67;504.31;19735;1;0;0;0;0;Type1
340bed9cd;11;1;6.75;10.29;1.73;0.15;8.67;504.31;19737;1;0;0;0;0;Type1
f51cd52c6;6;1;6.75;10.29;1.73;0.15;8.67;504.31;19740;1;0;0;0;0;Type1
99a620a38;143;10;6.73;10.26;1.72;0.15;8.59;501.4;19772;1;0;0;0;0;Type1
ad8ca8e58;57;1;6.73;10.26;1.72;0.15;8.59;501.92;19778;1;0;0;0;0;Type1
15fea59b8;59;2;6.73;10.26;1.72;0.15;8.59;501.4;19772;1;0;0;0;0;Type1
ea4d43a79;115;18;6.73;10.26;1.72;0.15;8.59;502.4;19784;1;0;0;0;0;Type1
3e11dc060;115;18;6.73;10.26;1.72;0.15;8.59;502.4;19784;1;0;0;0;0;Type1
748fb50f6;88;4;6.73;10.26;1.72;0.15;8.59;502.4;19784;1;0;0;0;0;Type1
e1cb606ab;46;1;6.74;10.27;1.72;0.15;8.6;504.29;19792;1;0;0;0;0;Type1
5387e206a;7;1;6.73;10.28;1.73;0.16;8.58;506.39;19703;1;0;0;0;0;Type1
b0bc478fb;69;2;6.73;10.28;1.73;0.16;8.58;506.39;19703;1;0;0;0;0;Type1
aff44822d;41;1;6.74;10.27;1.73;0.16;8.55;504.17;19787;1;0;0;0;0;Type1
30905fc42;26;1;6.76;10.19;1.72;0.16;8.46;501.64;19820;1;0;0;0;0;Type1
9f2beac79;122;4;6.75;10.19;1.72;0.16;8.45;501.07;19848;1;0;0;0;0;Type1
7ba9a3e04;172;4;6.76;10.2;1.72;0.16;8.45;500.07;19902;1;0;0;0;0;Type1
a1c3ba9c8;4;2;6.76;10.2;1.72;0.16;8.45;500.07;19902;1;0;0;0;0;Type1
bc1c705e5;508;5;6.76;10.2;1.72;0.16;8.45;500.07;19902;0;0;1;0;0;Type3
d91ee5a63;579;5;6.76;10.2;1.72;0.16;8.45;500.07;19902;0;0;1;0;0;Type3
f00533c91;314;3;6.76;10.22;1.72;0.16;8.47;501.85;19948;0;1;0;0;0;Type2
2adb1fa6e;379;5;6.76;10.2;1.72;0.16;8.45;500.07;19902;0;1;0;0;0;Type2
7194f3eca;57;1;6.76;10.22;1.72;0.16;8.47;501.85;19948;1;0;0;0;0;Type1
421b9a4e1;48;2;6.76;10.22;1.72;0.16;8.47;501.85;19948;1;0;0;0;0;Type1
12c0e3011;2;1;6.76;10.15;1.73;0.16;8.47;502.33;20024;1;0;0;0;0;Type1
d6345dc92;24;5;6.76;10.09;1.74;0.15;8.43;504.82;20081;1;0;0;0;0;Type1
51dd03b47;2;1;6.79;10.24;1.74;0.16;8.43;546.14;20115;1;0;0;0;0;Type1
9f2c43575;686;17;6.77;10.22;1.74;0.16;8.42;545;20117;0;0;0;1;0;Type4
95dde6fbf;38;2;6.79;10.25;1.75;0.16;8.3;550.49;19874;1;0;0;0;0;Type1
4e50ea491;140;3;6.82;10.22;1.75;0.16;8.31;548.2;19915;1;0;0;0;0;Type1
7bdcb5948;159;14;6.79;10.25;1.75;0.16;8.3;550.49;19874;1;0;0;0;0;Type1
a5d99b726;27;3;6.82;10.26;1.75;0.16;8.35;547.39;20031;1;0;0;0;0;Type1
0fe6e5548;3;1;6.82;10.25;1.74;0.16;8.34;545.13;20117;1;0;0;0;0;Type1
2770e4dd0;18;1;6.82;10.25;1.74;0.16;8.34;545.13;20117;1;0;0;0;0;Type1
86902355b;513;6;6.82;10.26;1.74;0.16;8.34;545.4;20120;0;0;1;0;0;Type3
dc94f561a;53;3;6.82;10.27;1.74;0.16;8.36;546.24;20155;1;0;0;0;0;Type1
fbba23e3d;2;1;6.82;10.27;1.74;0.16;8.36;546.24;20155;1;0;0;0;0;Type1
0ffb50f76;22;4;6.86;10.28;1.75;0.16;8.36;551.06;20278;1;0;0;0;0;Type1
175f7de3e;18;1;6.87;10.27;1.74;0.16;8.38;549.95;20337;1;0;0;0;0;Type1
09695b4ae;2;1;6.87;10.27;1.74;0.16;8.38;549.95;20337;1;0;0;0;0;Type1
fc0ca6e15;250;4;6.88;10.3;1.75;0.16;8.39;551.95;20452;0;1;0;0;0;Type2
ba06bffaa;112;3;6.87;10.27;1.74;0.16;8.38;549.95;20340;1;0;0;0;0;Type1
2e39d9923;4;2;6.88;10.3;1.75;0.16;8.39;551.95;20452;1;0;0;0;0;Type1
27ce955df;4;1;6.88;10.3;1.75;0.16;8.39;551.95;20452;1;0;0;0;0;Type1
396f2f6d1;114;2;6.88;10.29;1.74;0.16;8.39;551.26;20474;1;0;0;0;0;Type1
a80b657e2;12;1;6.88;10.29;1.74;0.16;8.39;551.26;20474;1;0;0;0;0;Type1
27c63b6a4;119;1;6.88;10.29;1.74;0.16;8.39;551.26;20474;1;0;0;0;0;Type1
f4a18fdb9;11;2;6.88;10.29;1.74;0.16;8.39;551.26;20474;1;0;0;0;0;Type1
1ad606b71;104;1;6.81;10.39;1.74;0.17;8.4;558.8;20629;1;0;0;0;0;Type1
0e7b8eaa6;2;1;6.81;10.45;1.74;0.17;8.45;558.95;20716;1;0;0;0;0;Type1
7d6529137;3;1;6.81;10.45;1.74;0.17;8.45;558.95;20721;1;0;0;0;0;Type1
e0532b71f;43;5;6.8;10.45;1.74;0.17;8.47;556.69;20815;1;0;0;0;0;Type1
205fea699;249;5;6.8;10.45;1.74;0.17;8.47;556.69;20815;0;1;0;0;0;Type2
59454ea47;184;4;6.8;10.45;1.74;0.17;8.47;556.69;20815;1;0;0;0;0;Type1
b9c00a8e5;6;1;6.8;10.45;1.74;0.17;8.47;556.69;20815;1;0;0;0;0;Type1
a1758c4b9;82;4;6.8;10.45;1.74;0.17;8.48;556.69;20815;1;0;0;0;0;Type1
140663775;155;2;6.81;10.45;1.74;0.17;8.48;557.12;20821;1;0;0;0;0;Type1
bc9d59441;150;2;6.83;10.43;1.74;0.16;8.44;553.84;20975;1;0;0;0;0;Type1
55f3bb2a3;6;1;6.83;10.43;1.74;0.16;8.44;555.81;20981;1;0;0;0;0;Type1
7058126ad;42;2;6.83;10.43;1.74;0.16;8.44;555.81;20981;1;0;0;0;0;Type1
ac3b5b195;2;1;6.83;10.43;1.74;0.16;8.44;555.81;20981;1;0;0;0;0;Type1
3481ed1ee;503;5;6.83;10.43;1.74;0.16;8.44;555.81;20981;0;0;1;0;0;Type3
913e80046;515;5;6.83;10.43;1.74;0.16;8.44;555.81;20981;0;0;1;0;0;Type3
090f99e13;5;1;6.83;10.43;1.74;0.16;8.44;555.81;20981;1;0;0;0;0;Type1
e1b383840;16;3;6.83;10.42;1.74;0.16;8.45;554.71;20999;1;0;0;0;0;Type1
