3b5aa08f62;Tomas Hurka;09/10/2017;hashcode and equals added to HprofArrayValue;1;11;5
49a172a3ee;Jan Lahoda;09/10/2017;Intial support for local variable type inference.;7;161;17
8ebf08bc50;tomazst;09/10/2017;[NETBEANS-54] Module Review testng;1;15;35
03d6340952;Jaroslav Tulach;09/10/2017;Spring Beans do no need dependency on J2EE core;1;0;76
e864a8a94a;Michael Simons;09/10/2017;[NETBEANS-54] Module Review lib.jshell.agent;4;61;88
7e6fdbd145;Josh Juneau;10/10/2017;[NETBEANS-54] Module Review j2ee.persistence;1;15;38
601088615d;Ross Lamont;10/10/2017;[NETBEANS-54] Module Review css.lib;3;45;116
b09c3b05d2;Jan Lahoda;10/10/2017;Fixing NBScope handling - it is no longer a subclass of JavacScope.;2;38;5
7162e0722c;John McDonnell;11/10/2017;[NETBEANS-54] Added missing license and included 2 exclusion rules for test data;1;18;1
6a734ca6d4;geertjan;11/10/2017;[NETBEANS-54] Module Review java.completion;57;1081;0
2293cbac35;Tuyen Tran;11/10/2017;[NETBEANS-54] Module Review javadoc;1;15;28
86940d3610;Tuyen Tran;11/10/2017;[NETBEANS-54] Module Review java.sourceui;1;15;42
9d545333f1;Jan Lahoda;12/10/2017;Cache external binaries downloaded from maven in NetBeans' cache.;1;63;76
9a2cca4f91;Matthias Bläsing;12/10/2017;Fix unittest failing caused by changed license headers/missing files;2;33;58
c61fdba59f;Matthias Bläsing;12/10/2017;Fix unittests broken by 5c773910524b785e35c5b45d73c5ac42534669d3;1;5;4
162850d674;Eric Barboni;13/10/2017;[PATCH] Produce junit report from Apache Rat and clusters.properties;1;313;0
bb83f49721;Eric Barboni;14/10/2017;Use InputSource to parse xml avoid encoding issue;1;7;1
9a8e28b4c8;mirko;15/10/2017;[NETBEANS-54] Module Review java.api.common;1;18;41
eb906b4f06;Matthias Bläsing;15/10/2017;[NETBEANS-54] Module Review java.completion;8;724;724
f510c3c035;Svata Dedic;17/10/2017;Align /history output with items offered in code completion;3;28;10
da096cd50f;Svata Dedic;17/10/2017;NETBEANS-91, NETBEANS-92: Lexer should consume newline after command parameters, but not add it to the COMMAND_PARAMETER token. Fixed list of recognized /commands;1;7;7
7560908b01;Svata Dedic;17/10/2017;NETBEANS-90: implement hashCode/equals without DNS resolution;1;24;0
9d4759c97a;Jan Lahoda;17/10/2017;Fixing end positions returned by the parser.;1;7;1
a831d72788;Reema Taneja;17/10/2017;disabled failing tests;2;258;107
bf6c6e3dcd;Jan Lahoda;20/10/2017;A first prototype of tweaks to generate LICENSE/NOTICE/DEPENDENCIES.;2;279;24
e899a7cc7b;Lars Bruun-Hansen;21/10/2017;[NETBEANS-96] New PAC Script evaluation environment;50;6589;196
1983164b0f;Ghader Arkani;21/10/2017;[NETBEANS-54] Module Review spellchecker.bindings.properties;1;15;42
46b31c8628;Ghader Arkani;21/10/2017;[NETBEANS-54] Module Review spellchecker.bindings.htmlxml;1;15;31
0857365c29;Mike Duigou;21/10/2017;[NETBEANS-54] Module Review html.lexer;1;15;40
1f49f22f38;Junichi Yamamoto;22/10/2017;Add a license header template for new files of NetBeans modules;1;1;1
44f8c1dfc2;Jan Lahoda;22/10/2017;Temporary workaround for newly added JavaFileManager.contains.;1;3;0
4b2ddbba49;geertjan;22/10/2017;[NETBEANS-54] Module Review java.hints (part 1);2;30;80
fdb5bebc2b;Marty Powell;22/10/2017;[NETBEANS-54] Module Review html.editor.lib;2;30;76
338788cfb3;Jan Lahoda;22/10/2017;Adding test for CreateDependencies.;3;161;45
677adff9e6;Matthias Bläsing;24/10/2017;Add java based patch task;1;1013;0
acf765c9bd;Jan Lahoda;26/10/2017;Fixing verify-libs-and-licenses for cluster.config=platform.;1;26;10
e474c60bfc;Steffen Dietz;27/10/2017;[NETBEANS-54] Module Review java.project.ui;3;45;124
b73621a542;Matthias Bläsing;28/10/2017;Fix handling of EditableProperties with independent comments (license header);2;29;2
942207a4ea;Junichi Yamamoto;29/10/2017;#269262 - [Regression] The editor screen is not scrolled with a keyboard after Japanese strings are input using IME;1;15;1
1d362fa775;Matthias Bläsing;30/10/2017;[NETBEANS-68] Remove SwingX dependencies from db.dataview;23;460;3019
e99b66b0a8;Eric Barboni;30/10/2017;NETBEANS-109 Maven ServerImpl generates MIRROR instead of SERVER element;3;96;2
17332e8d1a;Jan Lahoda;31/10/2017;org.jdesktop.layout library is under LGPL and cannot be used. Luckily, replacement classes are part of JDK since JDK 6. References to the module/library that appeared important enough have been deleted. Some more references remain, some needed (form should still handle the library is available), some hopefully benign (in tests).;6;424;422
4815e4bf20;Jan Lahoda;01/11/2017;Disabling check for maven coordinates in RatReportTask.;1;0;30
1cd4e9f8f9;Reema Taneja;01/11/2017;disabled failing tests;3;5;5
23285501d4;geertjan;02/11/2017;[NETBEANS-54] Module Review jumpto;3;45;123
f2e3a1633f;Matthias Bläsing;03/11/2017;Fix nbbuild + libs.xerces project.xml;1;1;1
c758ee0102;Matthias Bläsing;03/11/2017;[NETBEANS-68] Remove SwingX dependencies from team.ide;3;88;202
a816f3f841;Matthias Bläsing;03/11/2017;Fix unittests for db.dataview;11;71;73
59a5696ff0;Matthias Bläsing;04/11/2017;[NETBEANS-54] Fix unittest FixDependenciesTest failing with added license;1;14;1
813f9e8ac0;Jan Lahoda;05/11/2017;Ensuring license texts are read using UTF-8 encoding.;1;1;1
bdb74770a1;Jan Lahoda;06/11/2017;Not copying the JavaHelp library into the binary.;2;12;0
5a7cd69789;Matthias Bläsing;07/11/2017;[NETBEANS-68] Fix NULL handling after fix in 1d362fa77521762a9af99792620414086b868f76;2;2;2
dfe48d175d;Daniel Trebbien;07/11/2017;Extend the SizeEqualsZero Java hint to look for Yoda conditions;2;105;14
4ba4300162;Sarvesh Kesharwani;08/11/2017;fix AssertionFailedError in org.netbeans.modules.templates.SCFTHandlerTest - windows (replace crlf characters with lf);1;5;3
174aa058e2;Daniel Trebbien;08/11/2017;Fix NullPointerException at com.sun.source.util.TreePath.<init>;1;4;1
e1c46aa0ab;Daniel Trebbien;08/11/2017;Handle implicitly static interface field declarations;2;58;5
e57396b72d;Svata Dedic;08/11/2017;Relicensed to Apache before donation;1;15;36
5264032cb1;Jaroslav Tulach;08/11/2017;#267658: Beware, some JARs may not have a manifest file;1;10;8
14d716145c;Jaroslav Tulach;08/11/2017;No need to test the behavior of pre-JDK8 versions;1;0;9
311362fc76;Jaroslav Tulach;08/11/2017;#270930: Assume JavaFX classes are available on classpath (as they are on JDK8 and JDK9 build 174);2;14;7
8c8f03d77d;Eric Barboni;08/11/2017;use path to relativize file to root folder instead of regexp;1;11;7
cc305bb204;Junichi Yamamoto;09/11/2017;Check whether line endings are LF with Travis CI;2;258;258
c0d9d79b9d;Jan Lahoda;09/11/2017;For CDDL+GPL dual licensed 'external' binaries, picking up CDDL. verify-libs-and-licenses should now only accept GPL if it is with CPE and compile-time/optional only.;1;7;2
c5f25729a3;Svata Dedic;10/11/2017;Relicensed to Apache;1;15;36
bf9e6da144;Matthias Bläsing;11/11/2017;[NETBEANS-54] Remove further CDDL references;1;15;37
e9e8a5680a;Matthias Bläsing;11/11/2017;[NETBEANS-54] Module Review xml.jaxb;1;18;14
21e9804a4b;Jan Lahoda;11/11/2017;Let the Travis build really fail on Rat or verify-libs-and-licenses failures.;2;29;0
